titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
Product 115,,Lorem ipsum dolor sit amet for Product 115,Article number: 433844,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2054
Product 116,4.0,Lorem ipsum dolor sit amet for Product 116,Article number: 407940,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2037
Product 117,4.0,Lorem ipsum dolor sit amet for Product 117,Article number: 570494,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2049
Product 118,,Lorem ipsum dolor sit amet for Product 118,Article number: 703912,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2033
Product 119,4.0,Lorem ipsum dolor sit amet for Product 119,Article number: 520427,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2061
Product 120,,Lorem ipsum dolor sit amet for Product 120,Article number: 461017,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2192
Product 121,4.0,Lorem ipsum dolor sit amet for Product 121,Article number: 344551,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2034
Product 122,4.0,Lorem ipsum dolor sit amet for Product 122,Article number: 594788,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2056
Product 123,4.0,Lorem ipsum dolor sit amet for Product 123,Article number: 489079,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2034
Product 124,,Lorem ipsum dolor sit amet for Product 124,Article number: 505884,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2030
Product 125,4.0,Lorem ipsum dolor sit amet for Product 125,Article number: 242038,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2043
Product 126,4.0,Lorem ipsum dolor sit amet for Product 126,Article number: 749713,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2029
Product 127,,Lorem ipsum dolor sit amet for Product 127,Article number: 394312,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2053
Product 128,4.0,Lorem ipsum dolor sit amet for Product 128,Article number: 673633,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2023
Product 129,4.0,Lorem ipsum dolor sit amet for Product 129,Article number: 557831,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2032
Product 130,,Lorem ipsum dolor sit amet for Product 130,Article number: 997819,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2029
Product 131,4.0,Lorem ipsum dolor sit amet for Product 131,Article number: 385698,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2117
Product 132,4.0,Lorem ipsum dolor sit amet for Product 132,Article number: 755071,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2057
Product 133,,Lorem ipsum dolor sit amet for Product 133,Article number: 907464,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2060
Product 134,,Lorem ipsum dolor sit amet for Product 134,Article number: 551519,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2033
Product 135,4.0,Lorem ipsum dolor sit amet for Product 135,Article number: 128974,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2040
Product 136,,Lorem ipsum dolor sit amet for Product 136,Article number: 954579,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2051
Product 137,4.0,Lorem ipsum dolor sit amet for Product 137,Article number: 967123,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2027
Product 138,,Lorem ipsum dolor sit amet for Product 138,Article number: 933678,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2024
Product 139,,Lorem ipsum dolor sit amet for Product 139,Article number: 514219,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2027
Product 140,4.0,Lorem ipsum dolor sit amet for Product 140,Article number: 878742,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2025
Product 141,,Lorem ipsum dolor sit amet for Product 141,Article number: 465819,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2045
Product 142,4.0,Lorem ipsum dolor sit amet for Product 142,Article number: 629102,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2069
Product 143,4.0,Lorem ipsum dolor sit amet for Product 143,Article number: 732869,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2032
Product 144,4.0,Lorem ipsum dolor sit amet for Product 144,Article number: 226655,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2033
Product 145,4.0,Lorem ipsum dolor sit amet for Product 145,Article number: 323718,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2026
Product 146,4.0,Lorem ipsum dolor sit amet for Product 146,Article number: 474890,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2063
Product 147,4.0,Lorem ipsum dolor sit amet for Product 147,Article number: 372019,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2061
Product 148,4.0,Lorem ipsum dolor sit amet for Product 148,Article number: 533718,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2029
Product 149,,Lorem ipsum dolor sit amet for Product 149,Article number: 260397,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2025
Product 150,4.0,Lorem ipsum dolor sit amet for Product 150,Article number: 214093,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2033
Product 151,4.0,Lorem ipsum dolor sit amet for Product 151,Article number: 189178,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2028
Product 152,4.0,Lorem ipsum dolor sit amet for Product 152,Article number: 779395,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2054
Product 153,4.0,Lorem ipsum dolor sit amet for Product 153,Article number: 496021,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2024
Product 154,4.0,Lorem ipsum dolor sit amet for Product 154,Article number: 599700,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2042
Product 155,4.0,Lorem ipsum dolor sit amet for Product 155,Article number: 458465,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2051
Product 156,4.0,Lorem ipsum dolor sit amet for Product 156,Article number: 801087,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2029
Product 157,4.0,Lorem ipsum dolor sit amet for Product 157,Article number: 513520,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2028
Product 158,4.0,Lorem ipsum dolor sit amet for Product 158,Article number: 942389,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2034
Product 159,4.0,Lorem ipsum dolor sit amet for Product 159,Article number: 995245,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2033
Product 160,,Lorem ipsum dolor sit amet for Product 160,Article number: 306332,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2039
Product 161,4.0,Lorem ipsum dolor sit amet for Product 161,Article number: 954506,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2032
Product 162,4.0,Lorem ipsum dolor sit amet for Product 162,Article number: 571055,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2025
Product 163,4.0,Lorem ipsum dolor sit amet for Product 163,Article number: 267010,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2033
Product 164,,Lorem ipsum dolor sit amet for Product 164,Article number: 823660,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2027
Product 165,4.0,Lorem ipsum dolor sit amet for Product 165,Article number: 908711,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2036
Product 166,4.0,Lorem ipsum dolor sit amet for Product 166,Article number: 991352,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2047
Product 167,4.0,Lorem ipsum dolor sit amet for Product 167,Article number: 133959,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2058
Product 168,,Lorem ipsum dolor sit amet for Product 168,Article number: 815712,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2062
Product 169,,Lorem ipsum dolor sit amet for Product 169,Article number: 198987,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2027
Product 170,4.0,Lorem ipsum dolor sit amet for Product 170,Article number: 148129,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2033
Product 171,,Lorem ipsum dolor sit amet for Product 171,Article number: 303922,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2025
Product 172,4.0,Lorem ipsum dolor sit amet for Product 172,Article number: 436975,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2029
Product 173,4.0,Lorem ipsum dolor sit amet for Product 173,Article number: 483852,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2024
Product 174,4.0,Lorem ipsum dolor sit amet for Product 174,Article number: 619040,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2056
Product 175,4.0,Lorem ipsum dolor sit amet for Product 175,Article number: 425258,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2065
